"Genome","# Biosynthetic Regions","# Biosynthetic Products","RiPPs","RiPPs:Proteusins","NRPS","PKSI","Other PKS","Saccharides","Terpenes","Other","Mean Completeness","Mean Contamination","Differential Coverage Index","CheckM Completeness","CheckM Contamination","CheckM Strain heterogeneity","Anvio Completion","Anvio Redundancy","# tRNAs (AA)","16S rRNA","16S rRNA (partial)","# CRISPRs","GTDB Taxonomy","Checkm Taxonomy","Anvio Domain","SpecI Species Cluster","mOTUs Species Cluster","dRep Species Cluster","Dereplication Representative Genome","Genome size","# scaffolds","N50 (scaffolds)","Longest scaffold","Coding density","GC Content","station","depth","depth layer","latitude","longitude","date","size fraction","temperature (°C)","oxygen (µmol/kg)","detected in the water column"
"TARA_SAMEA4397278_METAG_IGMOBMKJ","1","1","0","0","0","0","0","0","1","0","65.84","0","41","72.69","0","0","58.99","0","4","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__","c__Gammaproteobacteria","BACTERIA","cluster_4030","meta_mOTU_v25_13235","1606_1",FALSE,"1410171","188","10061","32911","0.9015","0.4535","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_GFLPPLLO","1","1","0","0","0","0","0","0","1","0","63.67","0.18","39","69.07","0.36","100","58.27","0","4","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__","f__Rhodobacteraceae","BACTERIA","cluster_4028","meta_mOTU_v25_13713","6233_1",FALSE,"1624098","253","8541","32143","0.9093","0.5261","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_BKFPKPAL","1","1","0","0","0","0","1","0","0","0","77.56","0.44","40","68.07","0.89","75","87.05","0","11","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__","s__algicola","BACTERIA","cluster_4263","gom_001582","3319_1",FALSE,"1311288","209","7740","35629","0.8739","0.371","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_PLOGKCPP","1","1","0","0","0","0","0","0","1","0","59.09","0.36","24","66.38","0","0","51.8","0.72","2","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__ASP10-02a sp002470565","k__Bacteria","BACTERIA","cluster_4264","gom_001665","1651_1",FALSE,"1907333","268","9488","32944","0.9241","0.4388","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_JNEIPNBI","1","1","0","0","0","0","0","0","1","0","31.9","0","37","63.79","0","0","0","0","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__","k__Bacteria","BLANK","cluster_3631","gom_001780","6234_1",FALSE,"2203068","159","21910","88681","0.8919","0.4799","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_DJIBHBEB","1","1","0","0","0","0","0","0","1","0","28.3","0","38","56.6","0","0","0","0","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59;s__","k__Bacteria","BLANK","cluster_4271",NA,"5008_1",FALSE,"998457","110","16630","41388","0.9571","0.3069","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA4397278_METAG_OKEAOANJ","1","1","0","0","0","0","0","0","0","1","51.96","0","50","42.06","0","0","61.87","0","7","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__","c__Gammaproteobacteria","BACTERIA","cluster_4283",NA,"4970_1",FALSE,"660706","120","6736","34895","0.928","0.3793","TARA_173","35","EPI","78.9354","79.0604","2013-07-08 11:00:00","0.22-3","-1.2978","348.0006",TRUE
"TARA_SAMEA2621401_METAG_NHKHHBNL","1","1","0","0","0","0","0","0","1","0","97.04","0","12","98.39","0","0","95.68","0","15","0","1","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__","k__Bacteria","BACTERIA","cluster_4019","meta_mOTU_v25_14266","3425_1",FALSE,"1687265","32","111225","343993","0.9439","0.3343","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_EBJMJFME","1","1","0","0","0","0","0","0","1","0","97.84","2.34","4","97.85","3.23","0","97.84","1.44","16","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002336085","k__Bacteria","BACTERIA","cluster_4021","meta_mOTU_v25_14427","18_1",FALSE,"2435495","102","69245","160672","0.9409","0.4738","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_DODGOGHO","1","1","0","0","0","0","0","0","1","0","95.86","0.36","16","96.76","0","0","94.96","0.72","16","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002390615","k__Bacteria","BACTERIA","cluster_4075","gom_001294","16_1",TRUE,"2171494","73","51585","108945","0.9444","0.4927","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_JOBLFODC","1","1","0","0","0","0","0","0","1","0","85.7","0.97","6","96.59","0.5","0","74.82","1.44","14","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hel1-33-131;s__","s__algicola","BACTERIA","cluster_4027","meta_mOTU_v25_12489","3667_1",TRUE,"1993706","27","113983","300337","0.9199","0.3588","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_IPCPDLNP","1","1","0","0","0","0","0","0","1","0","97.18","0.72","12","96.51","0","0","97.84","1.44","18","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__ASP10-05a sp002336675","k__Bacteria","BACTERIA","cluster_4025","meta_mOTU_v25_12483","3345_1",TRUE,"2381140","40","99620","258828","0.9087","0.3745","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_HMOFNEGP","1","1","0","0","0","0","0","0","1","0","92.26","0.17","38","95.3","0.34","0","89.21","0","16","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__","f__Rhodobacteraceae","BACTERIA","cluster_4028","meta_mOTU_v25_13713","6233_1",FALSE,"2474723","105","37160","111923","0.8848","0.5099","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_FPOJAMCL","1","1","0","0","0","0","0","0","1","0","82.65","0.56","30","92.64","0.41","50","72.66","0.72","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp000981705","f__Rhodobacteraceae","BACTERIA","cluster_3631","ref_mOTU_v25_08796","6234_2",FALSE,"2613323","92","48589","142224","0.8852","0.4777","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_MMJJFPCO","1","1","0","0","0","0","0","0","1","0","84.58","0","43","90.74","0","0","78.42","0","9","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__","c__Gammaproteobacteria","BACTERIA","cluster_4030","meta_mOTU_v25_13235","1606_1",FALSE,"1789016","98","29962","99472","0.92","0.4527","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_HPHHBINC","1","1","0","0","0","0","0","0","1","0","89.28","1.24","14","87.91","1.76","100","90.65","0.72","8","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__","c__Gammaproteobacteria","BACTERIA","cluster_4034","meta_mOTU_v25_13476","725_1",FALSE,"2215014","252","12733","53851","0.8611","0.5339","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_EPDBJLDK","1","1","0","0","0","0","0","0","1","0","73.61","0.63","2","87.51","0.54","33.33","59.71","0.72","13","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002336655","k__Bacteria","BACTERIA","cluster_4038","meta_mOTU_v25_12675","4098_1",FALSE,"1896180","239","10835","45023","0.9532","0.4335","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_OEBCLJKL","1","1","0","0","0","0","1","0","0","0","72.02","0.1","25","85.76","0.19","100","58.27","0","14","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__HC6-5 sp003450155","s__algicola","BACTERIA","cluster_3639","gom_001298","3318_1",FALSE,"1732905","99","35338","68870","0.9123","0.3675","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_JJDCLDAH","1","1","0","0","0","0","0","0","1","0","71.89","0","9","81.9","0","0","61.87","0","15","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__","k__Bacteria","BACTERIA","cluster_4040","meta_mOTU_v25_14228","4029_1",FALSE,"1443629","52","80835","144879","0.9568","0.2895","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_LGPMNKLP","1","1","0","0","0","0","0","0","1","0","78.1","0.36","16","79.94","0","0","76.26","0.72","11","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__","f__Flavobacteriaceae","BACTERIA","cluster_4031","meta_mOTU_v25_13268","3982_1",TRUE,"1418176","103","25598","56354","0.9509","0.2925","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_DNOEBFJJ","1","1","0","0","0","0","0","0","1","0","80.87","1.12","41","78.28","0.07","100","83.45","2.16","16","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__","k__Bacteria","BACTERIA","cluster_1140","gom_000087","3935_2",FALSE,"1064795","115","15062","53748","0.9415","0.2968","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_PLJIFAPD","1","1","0","0","0","0","0","0","1","0","71.01","1.42","39","76.55","1.39","100","65.47","1.44","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__","f__Rhodobacteraceae","BACTERIA","cluster_4058","gom_001301","6230_1",FALSE,"1796247","281","7587","37644","0.9025","0.4864","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_FFNEMHBM","1","1","0","0","0","0","0","0","1","0","71.69","7.78","5","76.47","8.36","11.11","66.91","7.19","10","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__","k__Bacteria","BACTERIA","cluster_1316","meta_mOTU_v25_13870","3983_2",FALSE,"1723162","211","15485","53069","0.9497","0.2992","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_GJCCADBM","1","1","0","0","0","0","0","0","1","0","66.43","1.15","2","76.03","0.86","100","56.83","1.44","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002336645","k__Bacteria","BACTERIA","cluster_4067","meta_mOTU_v25_12483","562_1",TRUE,"2459105","355","8529","82016","0.8773","0.4776","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_BOCDPNNC","1","1","0","0","0","0","0","0","1","0","74.46","1.76","7","70.53","1.66","66.67","78.4","1.85","11","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__","p__Euryarchaeota","ARCHAEA","cluster_4057",NA,"2118_1",FALSE,"1404339","306","5186","17448","0.9481","0.3999","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_OPBHABJJ","1","1","0","0","0","0","0","0","1","0","65.58","1.38","17","68.57","1.31","66.67","62.59","1.44","9","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__","c__Betaproteobacteria","BACTERIA","cluster_4059","gom_001299","4123_1",FALSE,"803139","178","4649","19697","0.9551","0.3238","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_LNNCCAFJ","1","1","0","0","0","0","0","0","1","0","60.7","0.63","3","68.16","0.54","100","53.24","0.72","12","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__","k__Bacteria","BACTERIA","cluster_4037","meta_mOTU_v25_14427","3350_1",FALSE,"1607947","406","4406","19163","0.9505","0.3801","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_CENKOKHP","1","1","0","0","0","0","1","0","0","0","66.46","0.38","39","58.82","0.76","0","74.1","0","7","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__","s__algicola","BACTERIA","cluster_1574",NA,"3700_1",FALSE,"1550373","296","6205","34246","0.8661","0.3104","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_KGFLGHHA","1","1","0","0","0","0","0","0","1","0","56.1","1.72","17","58.24","1.28","50","53.96","2.16","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__","k__Bacteria","BACTERIA","cluster_4056",NA,"5196_1",FALSE,"593280","159","3734","11125","0.9655","0.2888","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2621401_METAG_JJGPBPFP","1","1","0","0","0","0","0","0","1","0","26.3","0.86","3","52.59","1.72","100","0","0","5","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__","k__Bacteria","BLANK","cluster_4082","meta_mOTU_v25_13929","1659_1",FALSE,"1893889","435","4827","21852","0.9014","0.4438","TARA_082","5","EPI","-47.1863","-58.2902","2010-12-06 10:33:00","0.22-3","7.5794","303.1477",TRUE
"TARA_SAMEA2622710_METAG_NDJFNJPE","1","1","0","0","0","0","0","0","0","1","96.13","0.64","34","96.58","1.28","0","95.68","0","20","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA11606;s__UBA11606 sp002694825","k__Bacteria","BACTERIA","cluster_2479","gom_000221","779_1",TRUE,"2804766","111","43700","115794","0.9428","0.658","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_LAHKMFBH","1","1","0","0","0","0","0","0","0","1","93.34","2.15","30","95.3","2.14","0","91.37","2.16","20","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525","k__Bacteria","BACTERIA","cluster_37","meta_mOTU_v25_12413","2377_1",FALSE,"2306149","164","27670","137009","0.9395","0.5282","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_OGKLAHMI","1","1","0","0","0","0","0","0","1","0","91.57","1.46","22","93.94","2.21","0","89.21","0.72","16","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__","k__Bacteria","BACTERIA","cluster_1155","meta_mOTU_v25_13001","3955_1",FALSE,"1321455","122","22318","106319","0.9608","0.3076","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_CBMLOAIP","1","1","0","0","0","0","0","0","1","0","93.75","0.09","9","93.26","0.18","0","94.24","0","20","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2718035;s__","k__Bacteria","BACTERIA","cluster_1733","meta_mOTU_v25_12877","4003_1",TRUE,"1555700","43","69977","169705","0.9606","0.2813","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_MBDLIMFP","1","1","0","0","0","0","0","0","0","1","91.79","2.53","61","92.21","1.46","100","91.37","3.6","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002695585","c__Alphaproteobacteria","BACTERIA","cluster_3029","meta_mOTU_v25_12500","960_1",FALSE,"1967598","260","10540","37983","0.9258","0.6322","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_KDDNGGHC","1","1","0","0","0","0","0","0","1","0","94.79","0.9","45","91.02","1.79","37.5","98.56","0","20","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002727755","c__Gammaproteobacteria","BACTERIA","cluster_1684","meta_mOTU_v25_13639","1628_2",FALSE,"2743279","112","63401","197118","0.9083","0.4283","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_AIJBKBOP","1","1","0","0","0","0","0","0","1","0","90.7","1.79","43","89.32","2.14","0","92.09","1.44","17","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235","k__Bacteria","BACTERIA","cluster_1722","meta_mOTU_v25_12814","2452_1",FALSE,"2001235","72","55687","133226","0.928","0.4495","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_LCDDHNJE","1","1","1","0","0","0","0","0","0","0","86.81","3.19","11","88.01","2.78","20","85.61","3.6","11","0","0","0","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__UBA6776;s__UBA6776 sp002453155","k__Bacteria","BACTERIA","cluster_2225","meta_mOTU_v25_13880","4844_1",FALSE,"2659014","482","6328","22433","0.9183","0.4483","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_GOIKAFHA","1","1","0","0","0","0","0","0","1","0","83.64","1.3","38","85.98","0.44","100","81.29","2.16","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002686685","c__Alphaproteobacteria","BACTERIA","cluster_3038","meta_mOTU_v25_13414","964_1",FALSE,"1841073","328","7259","44522","0.9164","0.5839","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_LKIPAIFB","1","1","0","0","0","0","0","0","1","0","86.78","1.83","20","85.06","1.49","0","88.49","2.16","19","1","0","0","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125;s__","k__Bacteria","BACTERIA","cluster_1446","gom_001403","6137_1",FALSE,"1172445","88","26094","66513","0.96","0.3099","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_AJPHMKEN","1","1","0","0","0","0","1","0","0","0","82.6","3.4","13","78.87","3.92","16.67","86.33","2.88","17","0","0","0","d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA7317;s__UBA7317 sp002474345","k__Bacteria","BACTERIA","cluster_2474","gom_001437","2790_1",FALSE,"3571813","757","5379","25159","0.9096","0.3535","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_ICOJGMKP","1","1","0","0","0","0","0","0","1","0","77.58","0.31","35","78","0","0","77.16","0.62","16","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__","p__Euryarchaeota","ARCHAEA","cluster_1616",NA,"1909_1",FALSE,"1094471","129","12765","48481","0.9564","0.3705","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_LBOGPPDH","1","1","0","0","0","0","0","0","1","0","82.62","0.52","29","76.76","01.05","20","88.49","0","14","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Marinoscillaceae;g__;s__","o__Cytophagales","BACTERIA","cluster_1125","meta_mOTU_v25_12439","3799_1",FALSE,"1511009","97","30953","74498","0.9492","0.2959","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_KCMFCDFM","1","1","0","0","0","0","0","0","1","0","76.16","01.06","6","75.35","1.4","50","76.98","0.72","15","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__","p__Bacteroidetes","BACTERIA","cluster_3033",NA,"3424_1",TRUE,"2161212","360","7795","43176","0.9248","0.3478","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_NEOPAIDN","1","1","0","0","0","0","0","0","1","0","70.52","2.17","4","74.85","2.18","80","66.19","2.16","6","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100;s__","c__Alphaproteobacteria","BACTERIA","cluster_3025",NA,"2280_1",FALSE,"1427286","314","4927","30999","0.9289","0.5383","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_OJELIOAF","1","1","0","0","0","0","0","0","1","0","73.68","2.34","24","73.98","2.51","15.38","73.38","2.16","11","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__","s__algicola","BACTERIA","cluster_1647","meta_mOTU_v25_12550","3900_1",FALSE,"1324232","92","25831","104802","0.9531","0.3163","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_NAEKGFMF","1","1","0","0","0","0","0","0","1","0","81.05","0.44","74","73.61","0.17","0","88.49","0.72","12","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Marinoscillaceae;g__MED-G16;s__MED-G16 sp002701745","o__Cytophagales","BACTERIA","cluster_1401","meta_mOTU_v25_12680","3806_1",FALSE,"1361014","85","25716","106807","0.9357","0.2953","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_ENFKGACM","1","1","0","0","0","0","0","0","1","0","77.89","0.28","23","73.05","0.55","0","82.73","0","12","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Marinoscillaceae;g__MED-G16;s__","k__Bacteria","BACTERIA","cluster_1398","gom_000370","3803_1",FALSE,"1339977","100","24052","56124","0.9517","0.3198","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_GNLOBMFB","1","1","0","0","0","0","0","0","1","0","71.51","1.68","26","72.52","1.2","50","70.5","2.16","15","0","0","0","d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__","k__Bacteria","BACTERIA","cluster_1857","meta_mOTU_v25_12465","3072_1",FALSE,"1429617","168","11532","51834","0.9397","0.3541","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
"TARA_SAMEA2622710_METAG_EHKBJKNP","1","1","0","0","0","0","0","0","1","0","70.4","0","62","71.05","0","0","69.75","0","16","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__","p__Euryarchaeota","ARCHAEA","cluster_2120","gom_000425","2187_1",FALSE,"1026975","34","81295","145997","0.9554","0.499","TARA_123","5","EPI","-8.9068","-140.283","2011-07-31 17:20:00","0.22-3","26.5867","189.6701",TRUE
